industry,senator
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Auto Manufacturing,Tommy Tuberville
Auto Manufacturing,Tommy Tuberville
Computer peripheral equipment,Tommy Tuberville
Metal Mining,Tommy Tuberville
Metal Mining,Tommy Tuberville
Metal Mining,Tommy Tuberville
Metal Mining,Tommy Tuberville
Packaged Foods,Gary C. Peters
Real Estate Investment Trusts,Gary C. Peters
EDP Services,Bill Hagerty
Integrated oil Companies,John W. Hickenlooper
Engineering & Construction,Mark R. Warner
Real Estate Investment Trusts,Patrick J. Toomey
Radio And Television Broadcasting And Communications Equipment,Tommy Tuberville
Medical/Dental Instruments,Tommy Tuberville
Investment Managers,Tommy Tuberville
Specialty Insurers,Tommy Tuberville
Steel/Iron Ore,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Semiconductors,Tommy Tuberville
Semiconductors,Tommy Tuberville
Steel/Iron Ore,Tommy Tuberville
Steel/Iron Ore,Tommy Tuberville
Semiconductors,Tommy Tuberville
Consumer Electronics/Appliances,Tommy Tuberville
Apparel,Tommy Tuberville
Apparel,Tommy Tuberville
Medical/Dental Instruments,Tommy Tuberville
Electric Utilities: Central,Tommy Tuberville
Marine Transportation,Tommy Tuberville
Computer Software: Prepackaged Software,Thomas R. Carper
Package Goods/Cosmetics,Tommy Tuberville
Consumer Electronics/Video Chains,Tommy Tuberville
Semiconductors,Tommy Tuberville
Industrial Machinery/Components,Tommy Tuberville
Electronic Components,Tommy Tuberville
Major Pharmaceuticals,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Metal Fabrications,Tommy Tuberville
Package Goods/Cosmetics,Tommy Tuberville
Building Materials,Tommy Tuberville
Beverages (Production/Distribution),Tommy Tuberville
Apparel,Tommy Tuberville
Telecommunications Equipment,Tommy Tuberville
Clothing/Shoe/Accessory Stores,Tommy Tuberville
Diversified Commercial Services,Tommy Tuberville
Major Chemicals,Tommy Tuberville
Major Banks,Tommy Tuberville
Medical/Dental Instruments,Tommy Tuberville
Shoe Manufacturing,Tommy Tuberville
Specialty Chemicals,Tommy Tuberville
Medical/Nursing Services,Tommy Tuberville
Precious Metals,Tommy Tuberville
Industrial Machinery/Components,Tommy Tuberville
Computer peripheral equipment,Tommy Tuberville
Steel/Iron Ore,Tommy Tuberville
Business Services,Tommy Tuberville
Business Services,Tommy Tuberville
Business Services,Tommy Tuberville
Business Services,Tommy Tuberville
Military/Government/Technical,Cynthia M. Lummis
"Computer Software: Programming, Data Processing",Thomas R. Carper
Computer Manufacturing,Thomas R. Carper
Computer Software: Prepackaged Software,Roy Blunt
Computer Manufacturing,Shelley Moore Capito
Computer Software: Prepackaged Software,Shelley Moore Capito
Computer Manufacturing,Shelley Moore Capito
Business Services,Sheldon Whitehouse
Semiconductors,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Computer Software: Prepackaged Software,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Computer peripheral equipment,Tommy Tuberville
Commercial Banks,Tommy Tuberville
Semiconductors,Tommy Tuberville
Oil & Gas Production,Tommy Tuberville
Oil & Gas Production,Tommy Tuberville
Other Consumer Services,Thomas R. Carper
Real Estate Investment Trusts,Thomas R. Carper
Real Estate Investment Trusts,Thomas R. Carper
Auto Manufacturing,Tommy Tuberville
Semiconductors,Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Business Services,Tommy Tuberville
Business Services,Tommy Tuberville
Semiconductors,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Plastic Products,Tommy Tuberville
EDP Services,Tommy Tuberville
Beverages (Production/Distribution),Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Computer Software: Prepackaged Software,Shelley Moore Capito
Computer Manufacturing,Shelley Moore Capito
Semiconductors,Shelley Moore Capito
Major Banks,Shelley Moore Capito
"Computer Software: Programming, Data Processing",John W. Hickenlooper
Real Estate Investment Trusts,Gary C. Peters
Other Consumer Services,Thomas R. Carper
RETAIL: Building Materials,Thomas R. Carper
Industrial Machinery/Components,"Angus S. King, Jr."
Computer Software: Prepackaged Software,"Angus S. King, Jr."
Industrial Specialties,Tommy Tuberville
Semiconductors,Tommy Tuberville
Business Services,Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Industrial Machinery/Components,Tommy Tuberville
"Computer Software: Programming, Data Processing",Tommy Tuberville
Semiconductors,Tommy Tuberville
Semiconductors,Tommy Tuberville
Semiconductors,Tommy Tuberville
Semiconductors,Tommy Tuberville
Real Estate Investment Trusts,Tommy Tuberville
Department/Specialty Retail Stores,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Oil & Gas Production,Tommy Tuberville
Oil & Gas Production,Tommy Tuberville
Oil & Gas Production,Tommy Tuberville
Oil & Gas Production,Tommy Tuberville
Oil & Gas Production,Tommy Tuberville
Oil & Gas Production,Tommy Tuberville
Auto Manufacturing,Tommy Tuberville
Computer peripheral equipment,Tommy Tuberville
Computer peripheral equipment,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Railroads,Tommy Tuberville
Specialty Chemicals,Tommy Tuberville
Major Banks,Tommy Tuberville
Medical Specialities,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Medical/Dental Instruments,Tommy Tuberville
Electrical Products,Tommy Tuberville
Industrial Machinery/Components,Tommy Tuberville
Major Banks,Tommy Tuberville
Semiconductors,Tommy Tuberville
Investment Bankers/Brokers/Service,Tommy Tuberville
Industrial Machinery/Components,Tommy Tuberville
Major Pharmaceuticals,Tommy Tuberville
Medical Specialities,Tommy Tuberville
Radio And Television Broadcasting And Communications Equipment,Tommy Tuberville
Business Services,Tommy Tuberville
Trucking Freight/Courier Services,Tommy Tuberville
Industrial Machinery/Components,Tommy Tuberville
Recreational Games/Products/Toys,Tommy Tuberville
Major Pharmaceuticals,Tommy Tuberville
Major Pharmaceuticals,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Biotechnology: In Vitro & In Vivo Diagnostic Substances,Tommy Tuberville
Fluid Controls,Tommy Tuberville
Fluid Controls,Tommy Tuberville
Aerospace,Tommy Tuberville
Specialty Foods,Tommy Tuberville
Fluid Controls,Tommy Tuberville
Auto Parts:O.E.M.,Tommy Tuberville
Computer peripheral equipment,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Business Services,Tommy Tuberville
Industrial Specialties,Tommy Tuberville
Shoe Manufacturing,Tommy Tuberville
Package Goods/Cosmetics,Tommy Tuberville
Specialty Chemicals,Tommy Tuberville
Medical/Nursing Services,Tommy Tuberville
Major Chemicals,Tommy Tuberville
Biotechnology: Laboratory Analytical Instruments,Tommy Tuberville
Precious Metals,Tommy Tuberville
Industrial Machinery/Components,Tommy Tuberville
"Computer Software: Programming, Data Processing",Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
EDP Services,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Railroads,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
"Computer Software: Programming, Data Processing",Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Precious Metals,Tommy Tuberville
Computer peripheral equipment,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Oil & Gas Production,Tommy Tuberville
Oil & Gas Production,Tommy Tuberville
Oil & Gas Production,Tommy Tuberville
Oil & Gas Production,Tommy Tuberville
Semiconductors,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Business Services,Tommy Tuberville
Business Services,Tommy Tuberville
Precious Metals,Tommy Tuberville
Precious Metals,Tommy Tuberville
Steel/Iron Ore,Tommy Tuberville
Steel/Iron Ore,Tommy Tuberville
Steel/Iron Ore,Tommy Tuberville
Steel/Iron Ore,Tommy Tuberville
Steel/Iron Ore,Tommy Tuberville
Steel/Iron Ore,Tommy Tuberville
Major Banks,Shelley Moore Capito
Major Banks,Shelley Moore Capito
Computer Manufacturing,Shelley Moore Capito
EDP Services,Tommy Tuberville
Oil & Gas Production,Tommy Tuberville
Computer Software: Prepackaged Software,Tommy Tuberville
Computer Manufacturing,Tommy Tuberville
Radio And Television Broadcasting And Communications Equipment,Tommy Tuberville
Major Pharmaceuticals,John W. Hickenlooper
Radio And Television Broadcasting And Communications Equipment,John W. Hickenlooper
Aerospace,Bill Hagerty
Major Banks,Shelley Moore Capito
Telecommunications Equipment,Shelley Moore Capito
Major Banks,Mitch Mcconnell
Restaurants,John W. Hickenlooper
Catalog/Specialty Distribution,John W. Hickenlooper
"Computer Software: Programming, Data Processing",John W. Hickenlooper
Recreational Products/Toys,John W. Hickenlooper
Major Banks,Shelley Moore Capito
Telecommunications Equipment,Jerry Moran
Medical Specialities,Bill Hagerty
Computer Software: Prepackaged Software,Thomas R. Carper
"Computer Software: Programming, Data Processing",Thomas R. Carper
Electric Utilities: Central,Thomas R. Carper
Semiconductors,Ron Wyden
Electronic Components,Ron Wyden
"Computer Software: Programming, Data Processing",Ron Wyden
Telecommunications Equipment,Tammy Duckworth
Industrial Machinery/Components,Tammy Duckworth
Services-Misc. Amusement & Recreation,Tammy Duckworth
Paints/Coatings,Dan Sullivan
Major Banks,Shelley Moore Capito
Major Banks,Shelley Moore Capito
Major Banks,Shelley Moore Capito
Investment Bankers/Brokers/Service,Shelley Moore Capito
Major Banks,Shelley Moore Capito
Major Banks,Shelley Moore Capito
Semiconductors,Ron Wyden
Electronic Components,Ron Wyden
Beverages (Production/Distribution),Ron Wyden
Semiconductors,Ron Wyden
Semiconductors,Ron Wyden
Electronic Components,Ron Wyden
Electronic Components,Ron Wyden
Electronic Components,Ron Wyden
Catalog/Specialty Distribution,Bill Hagerty
Interactive Media,John W. Hickenlooper
Electronic Components,Ron Wyden
Semiconductors,Ron Wyden
Electronic Components,Ron Wyden
Major Banks,Mitch Mcconnell
Hotels/Resorts,Patrick J. Toomey
Semiconductors,Thomas R. Carper
Property-Casualty Insurers,Bill Hagerty
Automotive Aftermarket,Bill Hagerty
Computer Manufacturing,Ron Wyden
Computer Manufacturing,Ron Wyden
Computer Manufacturing,Ron Wyden
Computer Manufacturing,Ron Wyden
Services-Misc. Amusement & Recreation,Ron Wyden
Electronic Components,Ron Wyden
Computer Manufacturing,Ron Wyden
Services-Misc. Amusement & Recreation,Ron Wyden
Electronic Components,Ron Wyden
Computer Manufacturing,Ron Wyden
Services-Misc. Amusement & Recreation,Ron Wyden
Electronic Components,Ron Wyden
Department/Specialty Retail Stores,Jerry Moran
Department/Specialty Retail Stores,Jerry Moran
Electronics Distribution,Patrick J. Toomey
Computer Software: Prepackaged Software,Patrick J. Toomey
Electronics Distribution,Patrick J. Toomey
Auto Manufacturing,Patrick J. Toomey
Real Estate Investment Trusts,Gary C. Peters
Electric Utilities: Central,Gary C. Peters
Oil & Gas Production,Thomas R. Carper
Semiconductors,Thomas R. Carper
Business Services,Thomas R. Carper
Computer peripheral equipment,Thomas R. Carper
EDP Services,Thomas R. Carper
Packaged Foods,Thomas R. Carper
Military/Government/Technical,Thomas R. Carper
Biotechnology: Biological Products (No Diagnostic Substances),James M. Inhofe
Medical Specialities,Shelley Moore Capito
Integrated oil Companies,Shelley Moore Capito
Real Estate Investment Trusts,Shelley Moore Capito
Food Distributors,Shelley Moore Capito
Industrial Specialties,Shelley Moore Capito
Integrated oil Companies,Shelley Moore Capito
Specialty Chemicals,Shelley Moore Capito
Major Banks,Shelley Moore Capito
Auto Manufacturing,Thomas R. Carper
Oil & Gas Production,Thomas R. Carper
Major Pharmaceuticals,Thomas R. Carper
Electronic Components,Thomas R. Carper
Major Pharmaceuticals,Thomas R. Carper
Electric Utilities: Central,Gary C. Peters
Aerospace,Pat Roberts
Industrial Machinery/Components,Pat Roberts
Computer Software: Prepackaged Software,Pat Roberts
Aerospace,Pat Roberts
Semiconductors,Pat Roberts
Real Estate,Pat Roberts
Finance Companies,Pat Roberts
Catalog/Specialty Distribution,Pat Roberts
Auto Manufacturing,Pat Roberts
Auto Manufacturing,Pat Roberts
Aerospace,Pat Roberts
Auto Manufacturing,Pat Roberts
Aerospace,Pat Roberts
Department/Specialty Retail Stores,Pat Roberts
Computer Manufacturing,Pat Roberts
Computer Manufacturing,Pat Roberts
"Computer Software: Programming, Data Processing",Pat Roberts
Real Estate Investment Trusts,Patrick J. Toomey
Real Estate Investment Trusts,Patrick J. Toomey
Biotechnology: Biological Products (No Diagnostic Substances),James M. Inhofe
Investment Bankers/Brokers/Service,James M. Inhofe
Major Pharmaceuticals,Jacky Rosen
Department/Specialty Retail Stores,Bill Cassidy
Trucking Freight/Courier Services,Bill Cassidy
Restaurants,Bill Cassidy
Real Estate Investment Trusts,Bill Cassidy
Package Goods/Cosmetics,Bill Cassidy
Major Banks,Bill Cassidy
Computer Software: Prepackaged Software,Bill Cassidy
Biotechnology: Electromedical & Electrotherapeutic Apparatus,Bill Cassidy
RETAIL: Building Materials,Bill Cassidy
Computer Manufacturing,Bill Cassidy
Services-Misc. Amusement & Recreation,Bill Cassidy
Television Services,Bill Cassidy
Computer Communications Equipment,Bill Cassidy
Medical/Nursing Services,Bill Cassidy
Investment Bankers/Brokers/Service,Bill Cassidy
Computer Manufacturing,Bill Cassidy
Biotechnology: Biological Products (No Diagnostic Substances),Bill Cassidy
Major Banks,Mitch Mcconnell
Packaged Foods,Ron Wyden
Aerospace,Pat Roberts
Business Services,Pat Roberts
Department/Specialty Retail Stores,Pat Roberts
Department/Specialty Retail Stores,Pat Roberts
Aerospace,Pat Roberts
Semiconductors,Pat Roberts
Catalog/Specialty Distribution,Pat Roberts
Air Freight/Delivery Services,Pat Roberts
Services-Misc. Amusement & Recreation,Pat Roberts
Business Services,Thomas R. Carper
Radio And Television Broadcasting And Communications Equipment,Thomas R. Carper
Computer Software: Prepackaged Software,Thomas R. Carper
Precious Metals,Thomas R. Carper
Real Estate Investment Trusts,Thomas R. Carper
Finance Companies,Thomas R. Carper
Radio And Television Broadcasting And Communications Equipment,Thomas R. Carper
Real Estate Investment Trusts,Thomas R. Carper
Semiconductors,Thomas R. Carper
Biotechnology: Laboratory Analytical Instruments,Thomas R. Carper
Computer Software: Prepackaged Software,Thomas R. Carper
Semiconductors,Thomas R. Carper
Computer Software: Prepackaged Software,Thomas R. Carper
Military/Government/Technical,Thomas R. Carper
Real Estate Investment Trusts,Thomas R. Carper
Other Consumer Services,Thomas R. Carper
Biotechnology: Commercial Physical & Biological Resarch,Thomas R. Carper
Professional Services,Thomas R. Carper
Finance Companies,Thomas R. Carper
Major Pharmaceuticals,Thomas R. Carper
Clothing/Shoe/Accessory Stores,Thomas R. Carper
Computer Software: Prepackaged Software,Thomas R. Carper
Computer peripheral equipment,Thomas R. Carper
Biotechnology: In Vitro & In Vivo Diagnostic Substances,Thomas R. Carper
Major Pharmaceuticals,Thomas R. Carper
Industrial Machinery/Components,Thomas R. Carper
EDP Services,Thomas R. Carper
Semiconductors,Thomas R. Carper
Computer Software: Prepackaged Software,Thomas R. Carper
EDP Services,Thomas R. Carper
Business Services,Thomas R. Carper
Computer Manufacturing,Thomas R. Carper
Telecommunications Equipment,Thomas R. Carper
Oilfield Services/Equipment,Thomas R. Carper
Industrial Machinery/Components,Thomas R. Carper
Precious Metals,Thomas R. Carper
Semiconductors,Ron Wyden
EDP Services,Ron Wyden
Semiconductors,Ron Wyden
